평점,작성자,작성일,구매옵션,리뷰내용,이미지URL
"5","krts***","2025-07-15","디자인: 아이보리 캔버스 / 두께: 9T(9mm) / 사이즈: 140cm x 1m","푹신하고 좋네요. ㅋ","이미지 없음"
"5","rlar********","2025-07-14","디자인: 그레이 / 두께: 9T(9mm) / 사이즈: 140cm x 1m","저번에도 사서 구매해서 사용했는데 추가로 구매해서 사용합니다!","이미지 없음"
"5","wo****","2025-07-14","디자인: 크림캔버스 / 두께: 9T(9mm) / 사이즈: 110cm x 1m","계속 사용하는 제품입니다. 너무 오래써서 변경하고 잘 닦아가며 씁니다. 좋아요!","https://phinf.pstatic.net/checkout.phinf/20250714_171/1752457398662zBH7i_JPEG/1000005114.jpg?type=f300_300"
"4","cjse*****","2025-07-13","디자인: 아이보리 캔버스 / 두께: 15T(1.5cm) / 사이즈: 110cm x 1m","두께감도좋고 배송도빨라서 좋아요..","이미지 없음"
"5","kjs9*****","2025-07-13","디자인: 아이보리 캔버스 / 두께: 9T(9mm) / 사이즈: 140cm x 1m","저희 강아지가 이제는 어디서 뛰어야하는지 아는것 같아요~
폭신폭신하고 미끄러지지도 않아요~
거실에선 저도 늘 슬리퍼 신는데 이거깔고는 슬리퍼도 안신고 다닙니다","https://phinf.pstatic.net/checkout.phinf/20250713_130/175238382757951lAt_JPEG/20250713_141532.jpg?type=f300_300"
"5","sesk********","2025-07-12","디자인: 아이보리 캔버스 / 두께: 15T(1.5cm) / 사이즈: 140cm x 1m","애기들이 뛰는거 자체가 너무 안정적 입니다
두꺼워서 더 좋구요","이미지 없음"
"5","tjdd***","2025-07-12","디자인: 그레이 / 두께: 9T(9mm) / 사이즈: 140cm x 1m","강아지가 슬개골탈구가 있어  얼마전에 수술했어요ㅠ 진작에 깔아줄껄 후회합니다. 아기가 마음에 드는지 저기 자주 올라가서 앉아있네요 ❤️","https://phinf.pstatic.net/checkout.phinf/20250712_262/17523065689106sTJW_JPEG/IMG_4049.jpeg?type=f300_300"
"5","dafn***","2025-07-12","디자인: 크림캔버스 / 두께: 15T(1.5cm) / 사이즈: 110cm x 1m","생각보다 사이즈도 크고 컬러도 예뻤어요
두께도 마음에 들어요","https://phinf.pstatic.net/checkout.phinf/20250712_146/1752287005041o0V5T_JPEG/1752286981794.jpg?type=f300_300"
"5","haye*****","2025-07-11","디자인: 그레이 / 두께: 9T(9mm) / 사이즈: 110cm x 1m","푹신하고 너무 좋아요","이미지 없음"
"5","haye*****","2025-07-11","디자인: 그레이 / 두께: 9T(9mm) / 사이즈: 140cm x 1m","여기서만 매트를 구매해요 너무 좋고 ㅊ푹신해요 가격이 비싸긴 하지만 돈값하네용","이미지 없음"
"5","nale****","2025-07-11","디자인: 마블 아이보리 / 두께: 15T(1.5cm) / 사이즈: 140cm x 1m","좋아요
거실하고 작은방에다가 깔아놨는데 굿","이미지 없음"
"4","yulc***","2025-07-11","디자인: 아이보리 캔버스 / 두께: 9T(9mm) / 사이즈: 140cm x 1m","저렴한 거라서일까요 커팅면이 마무리가 안된 듯","https://phinf.pstatic.net/checkout.phinf/20250711_228/1752225991153GK5QN_JPEG/1752225979579.jpg?type=f300_300"
"5","zo****","2025-07-11","디자인: 아이보리 캔버스 / 두께: 9T(9mm) / 사이즈: 110cm x 1m","강앚가 안미끄러하고 고정도 잘되요 배송빨라요","https://phinf.pstatic.net/checkout.phinf/20250711_206/1752225959366CBY3a_JPEG/image.jpg?type=f300_300"
"5","dnwn****","2025-07-11","디자인: 크림캔버스 / 두께: 9T(9mm) / 사이즈: 110cm x 1m","거실에 잘깔아서 쓰고있습니다","https://phinf.pstatic.net/checkout.phinf/20250711_262/1752208832930mFo0F_JPEG/1752208818796.jpg?type=f300_300"
"5","grkh*****","2025-07-11","디자인: 그레이 / 두께: 15T(1.5cm) / 사이즈: 110cm x 1m","빠른 배송과 정확한대응","https://phinf.pstatic.net/image.nmv/shopnbuyer_2025_07_11_3221/uRWoqT2Jb4_03.jpg?type=ffn300_300"
"5","ar****","2025-07-08","디자인: 아이보리 캔버스 / 두께: 9T(9mm) / 사이즈: 110cm x 1m","강아지들 관절생각해서 깔아줬는데 깔끔하고 좋아요.","https://phinf.pstatic.net/checkout.phinf/20250708_268/175196969725584us7_JPEG/1751969683737.jpg?type=f300_300"
"5","sohe*******","2025-07-07","디자인: 마블 화이트 / 두께: 9T(9mm) / 사이즈: 140cm x 1m","강아지 매트로 잘 쓰고 있어요","이미지 없음"
"5","ra****","2025-07-07","디자인: 크림캔버스 / 두께: 9T(9mm) / 사이즈: 110cm x 1m","추가구입해서 사용중인데 진짜 좋습니다
연결할수있는 테이프와 칼도 챙겨주시고 좋네요","https://phinf.pstatic.net/checkout.phinf/20250707_171/1751857228037XtARc_JPEG/image.jpg?type=f300_300"
"5","ra****","2025-07-07","디자인: 크림캔버스 / 두께: 9T(9mm) / 사이즈: 110cm x 1m","6m사용해보고 좋아서 추가로 3m랑 4m 구매핬습니다. 깔아놓으니 너무 좋네요","https://phinf.pstatic.net/checkout.phinf/20250707_85/1751857146663c34t5_JPEG/image.jpg?type=f300_300"
"4","kej8*****","2025-07-07","디자인: 마블 아이보리 / 두께: 9T(9mm) / 사이즈: 110cm x 1m","생각보다 두툼합니다. 길이를 마음대로 선택할 수 있어서 좋아요. 우리 강아지가 좋아해야 할텐데요.잘 사용해 볼게요.","https://phinf.pstatic.net/checkout.phinf/20250707_186/17518476506864EFTD_JPEG/1751847630178.jpg?type=f300_300"
"5","ww86****","2025-07-06","디자인: 크림캔버스 / 두께: 9T(9mm) / 사이즈: 140cm x 1m","튼튼하고 좋네요 또구매 할게요","이미지 없음"
"5","ra****","2025-07-06","디자인: 크림캔버스 / 두께: 9T(9mm) / 사이즈: 110cm x 1m","강아지때문에 거실매트 이것저것 사보고 수많은 실패를 반복한 끝에 드디어 찾았습니다ㅎㅎ
두께도 좋고 사이즈도 딱이고 제품 퀄리티도 좋습니다. 추가 구매했습니다.","https://phinf.pstatic.net/checkout.phinf/20250706_13/1751794262839glqQi_JPEG/image.jpg?type=f300_300"
"5","kill*****","2025-07-06","디자인: 마블 화이트 / 두께: 9T(9mm) / 사이즈: 110cm x 1m","내구성도 좋고 사이즈도 좋아요","https://phinf.pstatic.net/checkout.phinf/20250706_107/1751763448862lHntp_JPEG/1000021935.jpg?type=f300_300"
"5","maro*******","2025-07-05","디자인: 아이보리 캔버스 / 두께: 9T(9mm) / 사이즈: 110cm x 1m","두께감 있어 푹씬하니
조아요
고팅이 다른 매트에 비해
시원한 느낌이나네요","https://phinf.pstatic.net/checkout.phinf/20250705_202/1751699958787iJljm_JPEG/1751699940590.jpg?type=f300_300"
"5","h990***","2025-07-05","디자인: 크림캔버스 / 두께: 9T(9mm) / 사이즈: 140cm x 1m","도톰해서 좋아요!
우리 아이의 슬개골을 지켜줄 고마운 매트입니다🥹","https://phinf.pstatic.net/checkout.phinf/20250705_90/1751675504692UQEGu_JPEG/IMG_9175.jpeg?type=f300_300"
"3","capj*******","2025-07-04","디자인: 크림캔버스 / 두께: 9T(9mm) / 사이즈: 140cm x 1m","아이가 편해해서 좋습니다. 다만 때가 쉽게 끼네요.","https://phinf.pstatic.net/checkout.phinf/20250704_137/175161693173333y5a_JPEG/1751616924500.jpg?type=f300_300"
"5","thdr****","2025-07-04","디자인: 마블 아이보리 / 두께: 15T(1.5cm) / 사이즈: 140cm x 1m","적당하니 잘 쓸만합니다 잘 쓰고 있습니다","https://phinf.pstatic.net/checkout.phinf/20250704_131/17515810051744JRtP_JPEG/1751580996777.jpg?type=f300_300"
"5","jje7***","2025-07-03","디자인: 아이보리 캔버스 / 두께: 9T(9mm) / 사이즈: 110cm x 1m","사이즈도 적당하고 두께도좋아요","https://phinf.pstatic.net/checkout.phinf/20250703_210/1751546740455wKwG1_JPEG/1751546637004.jpg?type=f300_300"
"5","wjda******","2025-07-03","디자인: 마블 화이트 / 두께: 9T(9mm) / 사이즈: 110cm x 1m","강쥐가 실컷 뛰어놀아요","https://phinf.pstatic.net/checkout.phinf/20250703_6/1751543974617wX1qR_JPEG/IMG_8917.jpeg?type=f300_300"
"5","tkfk******","2025-07-03","디자인: 마블 아이보리 / 두께: 15T(1.5cm) / 사이즈: 110cm x 1m","15살 아가가 잘다녀요 폭신폭신","이미지 없음"
"5","blue*******","2025-07-03","디자인: 마블 아이보리 / 두께: 9T(9mm) / 사이즈: 110cm x 1m","디자인 만족해요~마블이라 호불호가 있는데 전 만족ㅎ
매트가 있어 냥이랑 복도에서 사냥놀이시 미끄러지지않아 좋습니다","https://phinf.pstatic.net/checkout.phinf/20250703_195/17515176959634lJNa_JPEG/17515176815523511474806570285469.jpg?type=f300_300"
"5","po****","2025-07-03","디자인: 그레이 / 두께: 15T(1.5cm) / 사이즈: 110cm x 1m","전에 로하우스걸로 바닥 깔았다가 1년 반 만에 때가 너무 끼고 스크래치가 좀 생겨서 재구매합니다!","이미지 없음"
"5","ww86****","2025-07-03","디자인: 크림캔버스 / 두께: 9T(9mm) / 사이즈: 140cm x 1m","매번 미끄럼방지 샀는데 여기 제일괜찮네요 튼튼하고 감사합니다","이미지 없음"
"5","ww86****","2025-07-03","디자인: 크림캔버스 / 두께: 9T(9mm) / 사이즈: 140cm x 1m","강아지 관절을 위해 매년 샀는데 여기 제품이 제일맘에 들어요 감사합니다","이미지 없음"
"4","maro*******","2025-07-02","디자인: 아이보리 캔버스 / 두께: 9T(9mm) / 사이즈: 110cm x 1m","겉표면이 비닐코팅처럼되어있어 
강쥐 발톱에 흠이 날것 같아요
다른건 다 좋아보여요","https://phinf.pstatic.net/checkout.phinf/20250702_216/1751458473779BrtG3_JPEG/1751458454428.jpg?type=f300_300"
"5","tnwj******","2025-07-02","디자인: 크림캔버스 / 두께: 9T(9mm) / 사이즈: 110cm x 1m","복도에만 깔았는데 
좋습니다!! 추천 관절지켜!!","https://phinf.pstatic.net/checkout.phinf/20250702_299/1751423929444sGxA4_JPEG/IMG_4826.jpeg?type=f300_300"
"5","ma****","2025-07-02","디자인: 그레이 / 두께: 9T(9mm) / 사이즈: 110cm x 1m","좋은 제품 빠른 배송 감사합니다.","이미지 없음"
"5","jk****","2025-07-01","디자인: 아이보리 캔버스 / 두께: 15T(1.5cm) / 사이즈: 110cm x 1m","사이즈 규매 잘못해서 잘라썼는데 대만족입니드 ㅎㅎ","https://phinf.pstatic.net/checkout.phinf/20250701_159/17513573131204ldxb_JPEG/IMG_9519.jpeg?type=f300_300"
"5","yuhy******","2025-07-01","디자인: 크림캔버스 / 두께: 9T(9mm) / 사이즈: 140cm x 1m","사용감넘좋습니다.강아지가미끄러지지않고아주좋아요~","https://phinf.pstatic.net/checkout.phinf/20250701_270/1751324770699x3NS5_JPEG/1751324755452.jpg?type=f300_300"
"5","llll*****","2025-06-30","디자인: 크림캔버스 / 두께: 9T(9mm) / 사이즈: 110cm x 1m","고양이가 잘뛰어다녀요","https://phinf.pstatic.net/checkout.phinf/20250630_248/1751294295025fis9F_JPEG/1000034195.jpg?type=f300_300"
"5","llll*****","2025-06-30","디자인: 마블 아이보리 / 두께: 9T(9mm) / 사이즈: 140cm x 1m","안미끄러워서 고양이가 좋아해요","https://phinf.pstatic.net/checkout.phinf/20250630_135/17512941803410jLxo_JPEG/1000034190.jpg?type=f300_300"
"5","with********","2025-06-30","디자인: 아이보리 캔버스 / 두께: 9T(9mm) / 사이즈: 110cm x 1m","4cm짜리 베이비매트 30넘게 주고 삿는데 방에깔거 모자라서 추가로 구매함… 이게나음….. 얇아도 발에 딸려오는거 없고 청소 쉬움…","https://phinf.pstatic.net/checkout.phinf/20250630_272/1751251311970kVCM1_JPEG/image.jpg?type=f300_300"
"5","aasd***","2025-06-27","디자인: 그레이 / 두께: 15T(1.5cm) / 사이즈: 140cm x 1m","생각보다 두껍고 푹신푹신해서 마루가 거기만 가서 누워있어요 ! 소재 엄청 좋네요 !","https://phinf.pstatic.net/checkout.phinf/20250627_158/1751012074977TC60Y_JPEG/dd.jpg?type=f300_300"
"5","nymp****","2025-06-26","디자인: 아이보리 캔버스 / 두께: 9T(9mm) / 사이즈: 110cm x 1m","생각보다 더 도톰하고 좋아요","https://phinf.pstatic.net/checkout.phinf/20250626_126/1750947301230n6KJh_JPEG/IMG_5772.jpeg?type=f300_300"
"5","snip******","2025-06-26","디자인: 그레이 / 두께: 9T(9mm) / 사이즈: 110cm x 50cm","좋은제품 저렴하게 잘샀어요","이미지 없음"
"4","psb9***","2025-06-26","디자인: 아이보리 캔버스 / 두께: 9T(9mm) / 사이즈: 140cm x 1m","아기와 강아지같이 쓰기좋아요","https://phinf.pstatic.net/checkout.phinf/20250626_22/1750906627852X0jBD_JPEG/1750906619496.jpg?type=f300_300"
"4","psb9***","2025-06-26","디자인: 아이보리 캔버스 / 두께: 9T(9mm) / 사이즈: 110cm x 1m","테라조 추가구입하고싶었눈데 이제안나온더니아쉽네여ㅠㅠ","https://phinf.pstatic.net/checkout.phinf/20250626_249/1750906585857KQ5Dy_JPEG/1750906568392.jpg?type=f300_300"
"4","seon****","2025-06-26","디자인: 아이보리 캔버스 / 두께: 9T(9mm) / 사이즈: 110cm x 1m","충격흡수력이 좋아요
울애기가 좋아해요","https://phinf.pstatic.net/checkout.phinf/20250626_236/1750897157452AYslx_JPEG/1000006817.jpg?type=f300_300"
"5","kill*****","2025-06-26","디자인: 마블 아이보리 / 두께: 9T(9mm) / 사이즈: 110cm x 1m","우리집 애기가  미끄러지지않고 쿠션감도 있어 좋아요","https://phinf.pstatic.net/checkout.phinf/20250626_10/17508640068555eCa5_JPEG/Resized_20250609_062648_1749423879860%281%29.jpeg?type=f300_300"
"5","shi9****","2025-06-25","디자인: 아이보리 캔버스 / 두께: 9T(9mm) / 사이즈: 110cm x 1m","거실만 구매후 주방까지 다깔았어요","https://phinf.pstatic.net/checkout.phinf/20250625_16/1750836570559ur9HS_JPEG/1750836561385.jpg?type=f300_300"
"5","shi9****","2025-06-25","디자인: 아이보리 캔버스 / 두께: 9T(9mm) / 사이즈: 140cm x 1m","울집 강아지가 걸을때 편안해보이고
도톰해서 층간소음도 해결되네요","https://phinf.pstatic.net/checkout.phinf/20250625_255/1750836506206sG9tO_JPEG/1750836500022.jpg?type=f300_300"
"5","co****","2025-06-24","디자인: 마블 아이보리 / 두께: 9T(9mm) / 사이즈: 140cm x 1m","너무 좋아요~우리 강아지도 좋고
사람도 좋아요~^^","https://phinf.pstatic.net/checkout.phinf/20250624_99/17507699225993Ah4N_JPEG/image.jpg?type=f300_300"
"5","ot****","2025-06-24","디자인: 아이보리 캔버스 / 두께: 9T(9mm) / 사이즈: 140cm x 1m","빠른배송 감사합니다","이미지 없음"
"5","gund****","2025-06-24","디자인: 마블 화이트 / 두께: 15T(1.5cm) / 사이즈: 110cm x 1m","이쁘게잘깔았어요~
양면테이프로 매트아래 바닥에 붙이니까 더 깔끔한것같아요","https://phinf.pstatic.net/checkout.phinf/20250624_37/1750747212298QMSjn_JPEG/1000025863.jpg?type=f300_300"
"5","gund****","2025-06-24","디자인: 마블 화이트 / 두께: 15T(1.5cm) / 사이즈: 140cm x 1m","이쁘게잘깔았어요~
양면테이프로 매트아래 바닥에 붙이니까 더 깔끔한것같아요","https://phinf.pstatic.net/checkout.phinf/20250624_12/17507471618792SkS7_JPEG/1000025863.jpg?type=f300_300"
"5","zico****","2025-06-24","디자인: 크림캔버스 / 두께: 9T(9mm) / 사이즈: 140cm x 1m","도톰해서 좋아요, 추가 구매 예정입니다.","https://phinf.pstatic.net/checkout.phinf/20250624_135/1750736556350WUW4k_JPEG/ED8CA8EB939C20EC82ACECA784.jpg?type=f300_300"
"5","sung******","2025-06-24","디자인: 그레이 / 두께: 15T(1.5cm) / 사이즈: 140cm x 1m","회사창고에 충격방지용으로 깔았어요 색깔이 생각보다 밝은것 같아서 뒤집어서 깔았는데도 미끄러지지 않고 좋아요 푹신하고 도톰합니다","https://phinf.pstatic.net/checkout.phinf/20250624_167/1750734815132iGxR4_JPEG/IMG_0226.jpeg?type=f300_300"
"5","kjs9*****","2025-06-24","디자인: 아이보리 캔버스 / 두께: 9T(9mm) / 사이즈: 110cm x 1m","확실히 안미끄러지고 좋아요
집에서 항상 슬리퍼 신고다녔는데 폭싲폭신해서 층간소음에도 좋을것 같아요~
카페트는 뛰면서 미끄러지는데 이건 딱 잘 잡아주고 폭신폭신해서 강아지가 엄청 좋아합니다~
2번 구매하고 한번은 선물 받았는데 나중에 안방에도 추가 구매해보려구요
아주 만족스럽고 좋아요","https://phinf.pstatic.net/checkout.phinf/20250624_11/1750732743186v8lHN_JPEG/1000016982.jpg?type=f300_300"
"5","jiwo********","2025-06-24","디자인: 마블 화이트 / 두께: 9T(9mm) / 사이즈: 110cm x 1m","잘 미끄러지지 않아서 좋아요.","이미지 없음"
"5","ajfo***","2025-06-24","디자인: 아이보리 캔버스 / 두께: 9T(9mm) / 사이즈: 110cm x 1m","강아지도 사람도 좋은공간됐어요","이미지 없음"
"5","ajfo***","2025-06-24","디자인: 아이보리 캔버스 / 두께: 9T(9mm) / 사이즈: 110cm x 1m","좋아요 강아지도편하고 사람도편하고","이미지 없음"
"5","navi****","2025-06-23","디자인: 크림캔버스 / 두께: 9T(9mm) / 사이즈: 140cm x 1m","강아지 울타리 밑에 깔려규 구입했어요
싸게 구입해서 만족합니당^^","https://phinf.pstatic.net/checkout.phinf/20250623_79/17506784111061tAws_JPEG/image.jpg?type=f300_300"
"5","lool*****","2025-06-23","디자인: 그레이 / 두께: 9T(9mm) / 사이즈: 110cm x 1m","매트 깔아준 이후로 미끄러지지않고 잘 놀아서 대만족이에요","이미지 없음"
"5","rlat******","2025-06-23","디자인: 아이보리 캔버스 / 두께: 9T(9mm) / 사이즈: 110cm x 1m","강아지 맨바닥에 안좋다고 해서 패드 구매해서 깔았습니다!! 푹신푹신하니 좋아요 !! 색깔도 만족합니다~!","https://phinf.pstatic.net/checkout.phinf/20250623_217/1750668026352jpH3D_PNG/EBA7A4ED8AB8.png?type=f300_300"
"5","u1****","2025-06-23","디자인: 크림캔버스 / 두께: 9T(9mm) / 사이즈: 140cm x 1m","두번째 구매ㅜ좋아요","이미지 없음"
"4","jgg8***","2025-06-23","디자인: 마블 화이트 / 두께: 9T(9mm) / 사이즈: 140cm x 1m","매트도 두껍고 너무 좋아요.
근데 사이즈가 작아서 몇개 더 사서 이어서 사용하면 좋을거 같아요","이미지 없음"
"5","leti*****","2025-06-22","디자인: 크림캔버스 / 두께: 9T(9mm) / 사이즈: 110cm x 1m","어떨지몰라서 일단 작은사이즈구매했는데
내구성좋은거같아요
발톱자국도 잘안생기고요","이미지 없음"
"5","ljhl****","2025-06-21","디자인: 아이보리 캔버스 / 두께: 9T(9mm) / 사이즈: 110cm x 1m","아주잘사용하고있어요~","https://phinf.pstatic.net/checkout.phinf/20250621_111/1750495523682lDdK2_JPEG/1000040527.jpg?type=f300_300"
"5","lhsk*****","2025-06-19","디자인: 크림캔버스 / 두께: 9T(9mm) / 사이즈: 140cm x 1m","아이가 미끄러지지않고 걱정없이 뛰어 다닐수 있어서 맘이 펼사고 좋아요.^^","https://phinf.pstatic.net/checkout.phinf/20250619_241/1750327187515e3snT_JPEG/tmp_6447201531918827105.jpg?type=f300_300"
"5","lhsk*****","2025-06-19","디자인: 크림캔버스 / 두께: 9T(9mm) / 사이즈: 140cm x 1m","아이가 달려도 미끄러지지 않고 층간소음까지 해결되니 1석2조네요.^^ 집도 환해보이고 넓어 보이기도 하네요.^^","https://phinf.pstatic.net/checkout.phinf/20250619_300/1750327123920FvVLN_JPEG/tmp_5397482156168383446.jpg?type=f300_300"
"5","1213***","2025-06-19","디자인: 그레이 / 두께: 9T(9mm) / 사이즈: 140cm x 1m","3년전  강아지 분양 받으며 아이보리로 구입해서 잘썼어요  아이가 그림도 그리고  3년쓰니 더러워져서 새로 구입했습니다  회색도  연회색이라 예뻐요   깔끔해져서  좋네요","https://phinf.pstatic.net/checkout.phinf/20250619_249/1750311534335dUC8o_JPEG/1000029844.jpg?type=f300_300"
"5","tngm***","2025-06-19","디자인: 아이보리 캔버스 / 두께: 15T(1.5cm) / 사이즈: 140cm x 1m","강아지가 안미끄러져서 좋어용!!!!","https://phinf.pstatic.net/checkout.phinf/20250619_137/17503046803446TKoF_JPEG/beauty_1746795574884.jpeg?type=f300_300"
"5","jhtk****","2025-06-19","디자인: 아이보리 캔버스 / 두께: 15T(1.5cm) / 사이즈: 140cm x 1m","좀 더 빨리 사줄걸.. 이라고 후회했습니다. 추가주문 하려구요.","https://phinf.pstatic.net/checkout.phinf/20250619_185/1750293540140iu3w4_JPEG/image.jpg?type=f300_300"
"5","jhtk****","2025-06-19","디자인: 크림캔버스 / 두께: 15T(1.5cm) / 사이즈: 110cm x 1m","생각보드 두꺼워서 푹신하고 애들이 처음엔 무서워하다가 이젠 이 위로만 걸어다녀요. 진작 사줄걸..","https://phinf.pstatic.net/checkout.phinf/20250619_33/1750293471641t9EkT_JPEG/image.jpg?type=f300_300"
